soil_type,ph_level,nitrogen,phosphorus,potassium,moisture_level,irrigation_type,soil_health_score,crop_1,crop_2,crop_3,disease_risk,weather_rainfall_mm,temperature_c,humidity_percent,profit_estimate,image_url
Clay,5.83,48,26,48,51,Sprinkler,91,Soybean,Groundnut,Vegetables,High,165,31,55,53201,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (980).jpeg
Sandy,6.57,33,32,26,76,Drip,82,Soybean,Groundnut,Millet,High,114,34,70,21665,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (582).jpeg
Silty,5.56,55,27,27,52,Drip,66,Vegetables,Vegetables,Wheat,High,194,35,73,67036,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (832).jpeg
Silty,6.13,25,20,44,37,Drip,79,Millet,Groundnut,Vegetables,Low,55,20,53,74417,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (950).jpeg
Clay,6.09,55,29,32,54,Flood,57,Millet,Millet,Millet,Low,136,21,62,32386,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (928).jpeg
Loamy,5.66,58,39,31,32,Sprinkler,76,Groundnut,Groundnut,Vegetables,Medium,69,34,58,21140,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (616).jpeg
Loamy,5.71,60,33,29,65,Flood,57,Maize,Vegetables,Sugarcane,Medium,84,35,50,41144,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (769).jpeg
Sandy,7.25,24,22,36,68,Flood,54,Millet,Millet,Sugarcane,High,130,22,88,24072,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (578).jpeg
Clay,5.88,49,22,23,50,Drip,69,Groundnut,Groundnut,Rice,High,140,22,67,37625,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (998).jpeg
Sandy,6.91,51,17,21,59,Flood,78,Wheat,Soybean,Soybean,Low,150,27,40,60436,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (954).jpeg
Silty,6.01,41,32,35,75,Flood,64,Rice,Vegetables,Millet,Medium,100,35,69,28207,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (723).jpeg
Clay,6.55,34,21,44,30,Flood,84,Soybean,Sugarcane,Millet,High,163,31,44,23234,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (9).jpeg
Silty,7.48,51,22,31,49,Flood,55,Maize,Barley,Millet,High,93,21,70,26686,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (967).jpeg
Sandy,7.39,23,24,38,66,Sprinkler,57,Cotton,Rice,Wheat,Low,90,20,58,49486,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (982).jpeg
Silty,7.38,57,28,47,69,Sprinkler,60,Millet,Sugarcane,Groundnut,Medium,116,22,53,62521,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (668).jpeg
Loamy,7.05,53,28,25,49,Sprinkler,79,Soybean,Barley,Maize,High,67,35,82,41768,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (97).jpeg
Loamy,6.5,42,37,46,71,Sprinkler,82,Maize,Sugarcane,Cotton,High,118,26,81,21139,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (662).jpeg
Clay,6.42,21,34,48,37,Flood,83,Maize,Soybean,Rice,Medium,51,31,45,42159,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (812).jpeg
Sandy,7.43,22,26,24,40,Sprinkler,50,Barley,Soybean,Maize,High,165,23,56,30556,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (81).jpeg
Clay,6.05,34,40,28,42,Flood,87,Groundnut,Wheat,Millet,Low,56,32,73,49565,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (88).jpeg
Loamy,6.86,49,16,29,52,Sprinkler,58,Cotton,Rice,Wheat,High,129,23,63,76758,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (770).jpeg
Clay,6.78,32,24,43,37,Drip,54,Wheat,Rice,Rice,Low,167,29,45,21251,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (617).jpeg
Clay,6.2,43,40,43,50,Drip,64,Rice,Rice,Cotton,Low,71,23,82,35401,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (977).jpeg
Clay,7.25,42,33,22,60,Flood,65,Barley,Maize,Barley,Low,182,34,60,62880,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (810).jpeg
Loamy,6.94,35,28,25,35,Drip,78,Cotton,Cotton,Cotton,Medium,133,35,43,21911,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (702).jpeg
Sandy,6.66,53,39,20,41,Sprinkler,86,Cotton,Vegetables,Barley,Low,182,29,78,21495,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (594).jpeg
Clay,6.62,43,34,50,77,Flood,91,Millet,Sugarcane,Cotton,High,114,27,81,45460,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (764).jpeg
Clay,5.59,35,21,33,51,Drip,67,Vegetables,Sugarcane,Wheat,Low,80,23,62,73968,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (613).jpeg
Silty,5.56,49,34,25,38,Drip,87,Vegetables,Vegetables,Maize,High,55,22,61,54979,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (775).jpeg
Sandy,6.24,49,27,25,58,Flood,51,Millet,Wheat,Soybean,Low,165,33,45,76297,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (636).jpeg
Silty,5.77,59,36,37,61,Drip,67,Rice,Rice,Sugarcane,Low,152,24,58,47030,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (984).jpeg
Sandy,6.43,43,29,27,61,Sprinkler,60,Groundnut,Cotton,Millet,High,96,33,72,28912,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (707).jpeg
Sandy,6.72,34,29,41,30,Flood,53,Soybean,Millet,Wheat,Medium,101,33,83,68541,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (955).jpeg
Silty,7.37,50,37,37,61,Sprinkler,54,Barley,Vegetables,Groundnut,Medium,63,21,44,30775,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (657).jpeg
Sandy,6.31,23,33,37,44,Flood,75,Millet,Soybean,Maize,Medium,171,35,81,22482,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (780).jpeg
Clay,7.15,36,37,47,78,Sprinkler,78,Millet,Soybean,Rice,High,151,30,79,33539,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (942).jpeg
Loamy,6.65,26,17,32,64,Drip,69,Groundnut,Millet,Millet,High,134,22,74,68804,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (771).jpeg
Silty,6.48,60,25,41,65,Drip,95,Maize,Groundnut,Sugarcane,Low,193,33,80,55892,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (763).jpeg
Silty,6.06,50,21,40,63,Flood,66,Wheat,Wheat,Cotton,High,179,20,86,42606,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (842).jpeg
Loamy,6.15,20,15,36,65,Flood,86,Soybean,Wheat,Maize,Low,117,20,44,64819,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (737).jpeg
Silty,6.19,21,37,39,36,Drip,56,Groundnut,Maize,Barley,Low,161,32,65,47622,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (855).jpeg
Clay,5.89,55,32,41,39,Drip,57,Soybean,Maize,Millet,Low,106,35,70,32872,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (78).jpeg
Sandy,7.41,21,31,35,40,Sprinkler,88,Sugarcane,Millet,Groundnut,High,168,31,74,23231,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (90).jpeg
Silty,6.94,27,31,31,44,Sprinkler,68,Sugarcane,Soybean,Sugarcane,Low,84,23,81,36389,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (643).jpeg
Loamy,6.91,55,39,33,73,Flood,89,Rice,Vegetables,Cotton,Low,112,31,80,39103,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (83).jpeg
Sandy,5.86,25,29,42,63,Flood,92,Maize,Rice,Soybean,Medium,162,33,73,71163,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (701).jpeg
Silty,5.79,58,31,36,70,Flood,78,Barley,Millet,Groundnut,Low,187,20,74,69412,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (537).jpeg
Sandy,5.96,47,21,35,41,Flood,91,Vegetables,Rice,Wheat,Low,111,29,75,33839,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (74).jpeg
Loamy,6.62,24,17,46,71,Drip,50,Vegetables,Groundnut,Soybean,High,198,24,61,38922,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (647).jpeg
Clay,6.68,56,33,21,77,Drip,64,Wheat,Rice,Barley,Low,71,21,81,26049,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (608).jpeg
Loamy,6.75,59,21,28,76,Sprinkler,72,Sugarcane,Barley,Groundnut,High,199,25,83,54507,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (767).jpeg
Loamy,6.46,45,17,22,73,Flood,56,Sugarcane,Millet,Barley,High,75,28,75,58376,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (695).jpeg
Clay,6.04,41,39,46,78,Flood,80,Barley,Cotton,Vegetables,Low,52,32,55,77222,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (825).jpeg
Silty,6.99,30,23,30,71,Drip,88,Rice,Rice,Barley,Medium,126,21,62,72085,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (59).jpeg
Silty,6.23,60,32,40,53,Drip,87,Cotton,Barley,Rice,High,186,34,89,25526,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (76).jpeg
Sandy,7.22,46,26,38,42,Sprinkler,54,Groundnut,Groundnut,Groundnut,Medium,171,20,46,50862,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (786).jpeg
Loamy,5.86,60,27,27,31,Flood,94,Millet,Millet,Rice,Medium,142,25,41,49609,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (713).jpeg
Clay,6.86,25,18,30,41,Drip,94,Sugarcane,Millet,Sugarcane,Low,178,21,71,33649,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (873).jpeg
Sandy,6.76,38,34,46,73,Drip,52,Barley,Millet,Soybean,High,59,22,83,56752,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (603).jpeg
Sandy,6.07,43,18,45,73,Drip,75,Soybean,Barley,Cotton,Medium,65,33,78,50958,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (849).jpeg
Loamy,7.16,51,39,41,53,Flood,53,Cotton,Millet,Maize,Medium,104,29,56,25567,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (843).jpeg
Silty,6.07,21,40,42,61,Flood,63,Sugarcane,Sugarcane,Vegetables,Low,156,26,88,68153,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (75).jpeg
Clay,5.94,54,25,21,53,Drip,54,Wheat,Rice,Sugarcane,Low,98,24,71,38629,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (953).jpeg
Loamy,6.41,28,33,33,46,Flood,54,Maize,Groundnut,Millet,Low,76,22,75,33222,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (592).jpeg
Sandy,5.75,45,19,30,42,Drip,94,Sugarcane,Rice,Groundnut,High,193,24,66,78309,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (824).jpeg
Loamy,7.5,59,22,33,44,Drip,69,Soybean,Maize,Cotton,High,106,25,47,27242,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (860).jpeg
Sandy,5.64,37,22,48,45,Drip,68,Millet,Vegetables,Sugarcane,Medium,160,34,56,25545,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (817).jpeg
Loamy,7.42,36,40,29,49,Sprinkler,57,Wheat,Rice,Maize,Low,69,30,68,76194,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (649).jpeg
Sandy,6.49,40,24,36,52,Flood,76,Groundnut,Soybean,Sugarcane,High,54,21,50,77144,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (863).jpeg
Loamy,5.75,36,25,29,54,Sprinkler,66,Barley,Vegetables,Rice,High,172,34,59,20563,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (580).jpeg
Silty,6.84,39,15,32,61,Flood,94,Rice,Cotton,Barley,Low,197,26,40,73032,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (548).jpeg
Silty,6.44,26,22,50,58,Drip,55,Cotton,Maize,Sugarcane,Low,148,27,56,69325,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (800).jpeg
Sandy,6.46,29,22,47,36,Drip,59,Barley,Maize,Soybean,Medium,197,26,58,59822,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (564).jpeg
Silty,5.62,32,27,38,43,Sprinkler,79,Groundnut,Maize,Cotton,High,149,21,45,26493,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (660).jpeg
Clay,6.54,45,24,26,70,Sprinkler,79,Vegetables,Barley,Millet,High,198,34,56,68288,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (888).jpeg
Sandy,7.45,55,28,28,55,Drip,94,Barley,Soybean,Wheat,Medium,142,26,54,41888,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (742).jpeg
Loamy,6.63,47,20,41,66,Drip,80,Vegetables,Maize,Wheat,Medium,149,30,74,34817,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (663).jpeg
Loamy,6.15,38,15,35,61,Sprinkler,57,Sugarcane,Vegetables,Cotton,Medium,178,22,86,20379,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (807).jpeg
Loamy,7.18,41,34,42,31,Flood,73,Vegetables,Barley,Maize,Low,65,33,54,72315,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (738).jpeg
Clay,6.53,44,22,46,57,Flood,84,Wheat,Millet,Vegetables,High,80,32,86,35286,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (7).jpeg
Silty,5.69,33,37,41,50,Sprinkler,88,Vegetables,Rice,Rice,Low,104,24,58,72005,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (799).jpeg
Silty,5.71,28,19,42,50,Flood,70,Vegetables,Vegetables,Groundnut,Low,176,30,65,58616,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (96).jpeg
Sandy,6.39,30,25,38,66,Sprinkler,70,Millet,Groundnut,Barley,High,109,33,65,48628,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (757).jpeg
Clay,6.14,57,22,43,75,Sprinkler,95,Cotton,Sugarcane,Maize,Medium,65,34,55,59402,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (921).jpeg
Silty,6.67,20,22,41,33,Flood,73,Vegetables,Wheat,Maize,High,116,32,75,29155,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (551).jpeg
Loamy,6.07,26,40,25,36,Drip,92,Barley,Sugarcane,Rice,High,194,30,40,55283,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (962).jpeg
Sandy,6.66,28,19,23,62,Flood,60,Groundnut,Sugarcane,Millet,High,93,33,78,70803,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (557).jpeg
Sandy,6.18,51,34,28,67,Drip,68,Vegetables,Millet,Wheat,High,97,28,42,77763,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (680).jpeg
Sandy,5.97,52,38,23,53,Flood,72,Rice,Soybean,Soybean,Medium,114,27,66,54463,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (654).jpeg
Silty,6.26,59,16,47,35,Sprinkler,56,Vegetables,Maize,Cotton,Medium,150,32,40,55704,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (624).jpeg
Silty,5.62,27,36,46,45,Flood,62,Millet,Soybean,Barley,Medium,79,32,83,26578,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (934).jpeg
Silty,5.65,33,36,40,75,Flood,74,Wheat,Maize,Maize,Medium,55,21,67,29048,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (565).jpeg
Loamy,6.12,20,35,49,57,Flood,82,Barley,Maize,Wheat,High,200,22,84,22411,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (776).jpeg
Silty,5.84,49,27,43,53,Drip,69,Sugarcane,Rice,Millet,Low,64,22,79,54019,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (994).jpeg
Sandy,6.2,21,21,27,50,Sprinkler,79,Millet,Vegetables,Maize,Low,124,33,41,63629,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (642).jpeg
Loamy,6.46,37,24,32,65,Sprinkler,78,Sugarcane,Barley,Maize,Low,110,28,40,64938,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (968).jpeg
Sandy,7.19,52,25,31,78,Sprinkler,77,Wheat,Soybean,Barley,Medium,174,24,74,79136,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (902).jpeg
Clay,6.63,51,34,31,70,Sprinkler,91,Cotton,Maize,Vegetables,Low,103,25,52,29311,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (925).jpeg
Loamy,5.73,58,38,23,48,Flood,93,Barley,Barley,Soybean,Medium,175,27,67,72536,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (848).jpeg
Silty,6.45,55,15,33,43,Drip,91,Sugarcane,Sugarcane,Sugarcane,Low,108,23,75,20486,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (964).jpeg
Loamy,6.81,30,26,49,43,Drip,78,Millet,Rice,Groundnut,Medium,166,32,76,44155,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (981).jpeg
Silty,6.36,53,37,23,63,Drip,62,Wheat,Maize,Barley,Low,164,21,63,35532,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (704).jpeg
Sandy,6.05,34,40,20,45,Flood,51,Wheat,Groundnut,Barley,Low,154,33,56,56052,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (795).jpeg
Sandy,6.27,20,16,20,52,Sprinkler,75,Sugarcane,Vegetables,Millet,High,72,35,79,26346,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (714).jpeg
Silty,6.14,35,38,39,62,Flood,53,Barley,Maize,Rice,High,55,24,55,24915,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (536).jpeg
Silty,6.76,45,30,23,49,Sprinkler,94,Cotton,Vegetables,Barley,Low,196,29,76,63978,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (973).jpeg
Clay,6.35,39,20,40,58,Drip,88,Wheat,Cotton,Vegetables,High,102,28,55,54421,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (880).jpeg
Silty,6.11,59,16,33,53,Flood,84,Wheat,Rice,Groundnut,Low,168,23,56,33569,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (584).jpeg
Clay,5.82,24,24,21,63,Flood,95,Sugarcane,Soybean,Vegetables,Medium,54,21,47,20223,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (871).jpeg
Silty,6.98,34,18,34,62,Sprinkler,53,Rice,Millet,Groundnut,High,89,32,85,22137,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (983).jpeg
Clay,6.34,54,38,23,72,Drip,88,Maize,Sugarcane,Barley,Medium,173,28,66,24122,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (65).jpeg
Sandy,5.73,43,29,20,74,Drip,61,Wheat,Maize,Soybean,High,51,33,65,31497,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (667).jpeg
Silty,5.7,43,25,22,57,Flood,65,Cotton,Millet,Maize,High,87,20,79,23723,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (605).jpeg
Clay,5.52,27,18,21,52,Flood,84,Vegetables,Vegetables,Sugarcane,Low,73,29,50,75308,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (911).jpeg
Loamy,7.04,28,35,28,56,Drip,50,Cotton,Maize,Sugarcane,Medium,57,35,89,76651,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (6).jpeg
Clay,7.45,44,17,36,30,Sprinkler,62,Cotton,Groundnut,Wheat,Low,120,26,83,76123,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (685).jpeg
Clay,6.34,44,22,46,51,Drip,87,Groundnut,Cotton,Soybean,Medium,107,32,84,54531,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (637).jpeg
Loamy,7.42,26,40,22,70,Flood,52,Vegetables,Groundnut,Sugarcane,Low,74,21,61,46224,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (897).jpeg
Loamy,6.45,60,27,27,67,Sprinkler,53,Sugarcane,Millet,Sugarcane,Low,136,33,68,36284,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (878).jpeg
Sandy,6.38,40,32,37,68,Drip,85,Cotton,Sugarcane,Maize,Medium,181,35,64,42420,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (932).jpeg
Loamy,7.28,32,36,27,80,Drip,83,Wheat,Maize,Maize,Low,111,33,54,34523,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (833).jpeg
Silty,5.53,39,34,33,30,Sprinkler,83,Vegetables,Maize,Soybean,High,121,32,83,25575,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (656).jpeg
Loamy,5.74,27,40,33,33,Sprinkler,77,Soybean,Groundnut,Soybean,Low,177,25,46,28765,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (826).jpeg
Sandy,5.98,23,25,22,64,Flood,62,Cotton,Sugarcane,Sugarcane,High,115,24,63,50243,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (615).jpeg
Sandy,7.3,24,30,40,62,Flood,68,Maize,Groundnut,Maize,High,75,30,50,63071,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (858).jpeg
Sandy,6.52,33,16,49,55,Drip,52,Groundnut,Maize,Maize,Medium,81,33,47,50355,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (693).jpeg
Silty,6.66,54,23,26,66,Sprinkler,72,Wheat,Barley,Millet,High,193,25,58,71494,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (893).jpeg
Silty,6.03,58,32,27,37,Flood,70,Barley,Barley,Millet,Medium,189,26,76,39620,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (992).jpeg
Loamy,6.0,26,19,42,75,Sprinkler,87,Millet,Maize,Rice,Low,190,28,80,71697,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (773).jpeg
Silty,6.06,35,18,39,75,Drip,65,Cotton,Vegetables,Maize,High,146,25,87,33115,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (938).jpeg
Loamy,7.02,49,30,35,43,Flood,61,Millet,Maize,Rice,Low,92,26,81,72830,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (993).jpeg
Sandy,5.89,44,16,36,57,Flood,50,Cotton,Barley,Groundnut,Low,119,21,65,74599,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (651).jpeg
Clay,5.55,57,31,28,56,Drip,53,Soybean,Maize,Millet,Low,104,27,69,64912,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (724).jpeg
Clay,5.77,46,21,24,69,Drip,85,Sugarcane,Sugarcane,Barley,High,140,24,66,68406,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (765).jpeg
Silty,7.22,30,29,32,49,Drip,91,Soybean,Cotton,Wheat,High,110,27,90,23351,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (596).jpeg
Silty,5.95,43,28,27,57,Drip,65,Wheat,Wheat,Soybean,Medium,90,28,64,26464,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (931).jpeg
Loamy,6.99,24,25,36,33,Flood,67,Rice,Barley,Vegetables,Low,100,30,43,51028,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (779).jpeg
Sandy,5.76,53,28,39,69,Flood,56,Millet,Maize,Rice,High,105,29,82,43475,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (787).jpeg
Loamy,6.59,30,28,31,58,Drip,83,Maize,Wheat,Rice,High,191,29,78,49560,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (539).jpeg
Sandy,6.04,41,36,34,76,Drip,79,Barley,Vegetables,Millet,High,95,24,49,41645,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (822).jpeg
Loamy,5.59,38,38,30,31,Flood,75,Soybean,Vegetables,Millet,Low,193,34,70,31446,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (72).jpeg
Sandy,6.51,37,38,31,53,Flood,64,Groundnut,Maize,Barley,Low,130,30,83,52911,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (543).jpeg
Sandy,6.67,23,25,44,80,Drip,55,Groundnut,Rice,Maize,Low,66,23,76,20872,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (906).jpeg
Loamy,6.34,32,17,38,53,Sprinkler,56,Sugarcane,Rice,Millet,High,149,26,53,56991,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (806).jpeg
Clay,5.55,20,34,46,73,Sprinkler,79,Groundnut,Cotton,Millet,Medium,165,21,47,31189,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (638).jpeg
Loamy,6.34,27,22,44,62,Flood,89,Rice,Cotton,Vegetables,Medium,149,33,75,41570,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (766).jpeg
Sandy,7.2,57,35,32,35,Flood,73,Barley,Rice,Wheat,Low,81,29,43,40899,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (883).jpeg
Clay,7.48,51,28,30,74,Drip,85,Millet,Groundnut,Vegetables,High,105,35,90,73332,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (583).jpeg
Silty,7.26,41,26,47,48,Sprinkler,71,Soybean,Soybean,Rice,Medium,95,33,47,64123,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (534).jpeg
